home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
115,이영일,73,01037339901,M,이예지,01006956442,자녀,540618-2027902,009-920369749200,우체국,35,37.501324,126.927407,신대방삼거리역 도보 3분 깔끔하고 가성비 좋은 원룸,115,115,서울,동작구,empty,대방동5길 4,empty,USER
116,이민지,100,01043615635,F,이현숙,01025608482,자녀,160427-2507520,002-679862117086,우리,42,37.501686,126.927859,신대방삼거리역 도보 4분 풀옵션 역세권 원룸,116,116,서울,동작구,empty,대방동길 21,empty,USER
117,오진우,94,01088422375,M,장현우,01042913878,자녀,100728-1240568,005-944242124872,농협,38,37.502724,126.924984,가성비 끝판왕 풀옵션 원룸,117,117,서울,동작구,empty,대방동15길 5,empty,UNAUTHORIZED_MEMBER
118,배성호,99,01033071575,M,이영자,01094983404,자녀,550906-1201873,020-231519273305,제주,40,37.501173,126.925904,신대방삼거리역 도보 4분 초역세권 풀옵션 원룸,118,118,서울,동작구,empty,대방동3길 29,empty,UNAUTHORIZED_MEMBER
119,심경수,77,01076924375,M,김하은,01016886390,자녀,230524-2961083,015-706404724944,대구,60,37.503738,126.951926,중앙대 초역세권 가장 넓은 원룸,119,119,서울,동작구,empty,상도로47길 102,empty,USER
120,최현지,96,01057881061,F,지민수,01090066936,자녀,980909-1144493,014-046395872958,경남,40,37.512297,126.935181,위치놓고깔끔한원룸,120,120,서울,동작구,empty,등용로14길 66,empty,UNAUTHORIZED_MEMBER
121,안정희,72,01093185254,F,박상현,01050368644,자녀,340318-1350991,023-614813062395,케이,58,37.512297,126.935181,위치놓고깔끔한원룸,121,121,서울,동작구,empty,등용로14길 66,empty,UNAUTHORIZED_MEMBER
122,이유진,78,01063481709,F,김순자,01073888089,자녀,140028-1666068,011-511338589691,산업,35,37.500816,126.924228,보라매역 도보 5분 초역세권 풀옵션 원룸,122,122,서울,동작구,empty,대방동27길 97,empty,USER
123,김영길,67,01028660537,M,장현주,01054776607,자녀,680329-1012697,090-628132695207,카카오,40,37.512297,126.935181,위치놓고깔끔한원룸,123,123,서울,동작구,empty,등용로14길 66,empty,USER
124,권영길,87,01090791583,M,박재호,01041809393,자녀,320413-2977777,006-735142342734,기업,42,37.50054,126.924358,신대방삼거리역 보라매역 도보 5분거리 역세권 풀옵션 원룸,124,124,서울,동작구,empty,대방동1길 30,empty,USER
125,전도현,74,01008789788,M,김서현,01088225118,자녀,510203-2816990,007-558937140184,씨티,40,37.510986,126.943759,컨디션 좋은 가성비 최고매물,125,125,서울,동작구,empty,만양로15길 14,empty,UNAUTHORIZED_MEMBER
126,이민석,91,01076063962,M,김영호,01021169595,자녀,610815-1564542,006-401230327127,기업,43,37.512498,126.946252,가성비굿 위치좋고 컨디션 좋은 리모델링 귀한 매물,126,126,서울,동작구,empty,만양로14길 39,empty,UNAUTHORIZED_MEMBER
127,최은서,80,01096278431,F,강성훈,01045990014,자녀,890302-2072351,013-496276572952,부산,43,37.508682,126.946478,대로변이고 동선이 안전한 2018년신축된 방음이좋은원룸,127,127,서울,동작구,empty,만양로 53,empty,USER
128,손현숙,95,01022925588,F,류서영,01071489384,자녀,390529-2612617,006-149203775483,기업,33,37.512204,126.936138,노량진에서 귀한 큰 원룸입니다,128,128,서울,동작구,empty,노량진로8가길 19,empty,USER
129,이민서,95,01006369294,F,남지아,01098960996,자녀,390006-1957071,017-649136578473,광주,44,37.508563,126.946556,실제면적 훨씬 넓고 앞이 틔여있어 채광좋고 깨끗한 도시형생활주택,129,129,서울,동작구,empty,만양로 51,empty,USER
130,박경숙,85,01089584250,F,이은경,01036872400,자녀,510520-2226132,016-362353772436,전북,38,37.512443,126.936114,노량진에서 보기힘든 완전깔끔한 화이트톤원룸,130,130,서울,동작구,empty,노량진로6가길 3,empty,USER
131,송중수,94,01042827871,M,이성현,01033331519,자녀,060601-2487146,020-291322493795,제주,29,37.512535,126.934998,깔끔하고 저렴한 원룸 찾으시는분들,131,131,서울,동작구,empty,등용로14길 63,empty,UNAUTHORIZED_MEMBER
132,박정호,87,01050092776,M,안영식,01054848266,자녀,040011-2001600,014-796074295642,경남,30,37.511229,126.943678,저렴하고 위치좋은 원룸 찾으시나,132,132,서울,동작구,empty,만양로15길 6,empty,UNAUTHORIZED_MEMBER
133,서선영,99,01083621777,F,이하은,01037390245,자녀,940528-2224057,009-651063690134,우체국,45,37.51119,126.938202,깔끔하고 단아한 원룸입니다,133,133,서울,동작구,empty,노량진로10길 45,empty,UNAUTHORIZED_MEMBER
134,박준영,79,01079097288,M,오정숙,01059864049,자녀,510915-1247648,013-839781365787,부산,45,37.512043,126.936445,깔끔한 풀옵션 원룸 월세 나왔습니다.,134,134,서울,동작구,empty,노량진로6가길 17,empty,UNAUTHORIZED_MEMBER
135,류명자,89,01084284583,F,허지우,01072386743,자녀,890207-2471308,006-452953761621,기업,29,37.512535,126.934998,깔끔하고 저렴한 원룸 찾으시는분들,135,135,서울,동작구,empty,등용로14길 63,empty,USER
136,김보람,87,01076419419,F,박채원,01051437975,자녀,780622-2720238,012-451202066080,토스,30,37.510126,126.939822,위치좋은 저렴한 노량진 원룸3,136,136,서울,동작구,empty,장승배기로23길 4,empty,USER
137,이미정,73,01061073952,F,김은주,01033807764,자녀,230624-2180780,023-862166698103,케이,36,37.511987,126.940915,깔끔하고 위치 좋은 원룸입니다,137,137,서울,동작구,empty,장승배기로26길 9,empty,UNAUTHORIZED_MEMBER
138,신진우,98,01046978145,M,박명숙,01024432698,자녀,890800-2748172,023-954887499734,케이,46,37.508988,126.941266,깔끔한 원룸 찾으시는분 구경하세요,138,138,서울,동작구,empty,장승배기로22길 29,empty,USER
139,손정호,90,01033705862,M,김정자,01010077391,자녀,150114-2407065,018-542176645729,수협,25,37.508563,126.946556,가격저렴하고 깨끗하며 노량진역 도보 10분거리,139,139,서울,동작구,empty,만양로 51,empty,UNAUTHORIZED_MEMBER
140,김상훈,75,01071641834,M,김명자,01086380198,자녀,540821-1436527,012-646902853122,토스,40,37.509783,126.945991,풀옵션 깨끗한 원룸 매물 나왔습니다.,140,140,서울,동작구,empty,만양로12길 6,empty,UNAUTHORIZED_MEMBER
141,박은주,73,01010295433,F,조은서,01032994059,자녀,110213-1852467,002-820763167192,우리,48,37.511596,126.938471,위치좋은깔끔한원룸입니다,141,141,서울,동작구,empty,장승배기로27길 16,empty,USER
142,장성진,89,01087602495,M,백은정,01015400223,자녀,460422-2029316,020-399094515436,제주,29,37.51251,126.935118,가성비최고 원룸,142,142,서울,동작구,empty,등용로14길 65,empty,USER
143,류영길,71,01071202538,M,서지아,01031139753,자녀,120315-1037598,090-237228489080,카카오,37,37.512337,126.936131,"진짜 깔끔한 꿀매물,  가격도 저렴해요",143,143,서울,동작구,empty,노량진로8가길 20,empty,USER
144,윤성민,85,01075762371,M,박현숙,01047631973,자녀,670126-1088570,014-515634878867,경남,43,37.511596,126.938471,위치좋은깔끔한원룸입니다,144,144,서울,동작구,empty,장승배기로27길 16,empty,USER
145,윤상철,89,01049247882,M,손윤서,01069345420,자녀,530710-2079456,007-823539889603,씨티,43,37.509735,126.941879,저렴한가격에 신축느낌나는 원룸,145,145,서울,동작구,empty,장승배기로20다길 6,empty,USER
146,구지민,89,01069229150,F,조주원,01024375684,자녀,030611-1370517,009-577989044486,우체국,40,37.512109,126.943524,저렴하고 치안좋은 노량진 원룸,146,146,서울,동작구,노량진동,empty,empty,USER
147,유지연,77,01055950455,F,권정식,01073330972,자녀,340321-2114523,009-889906342857,우체국,45,37.512297,126.935181,깔끔하고 넓직한 원룸입니다.,147,147,서울,동작구,empty,등용로14길 66,empty,UNAUTHORIZED_MEMBER
148,안성진,96,01066268528,M,김광수,01049080890,자녀,060601-1485955,014-656749109598,경남,35,37.508452,126.947329,저렴한 원룸입니다,148,148,서울,동작구,empty,만양로6길 9,empty,USER
149,서민수,65,01013703864,M,김채원,01074052187,자녀,190401-2892523,013-468582141265,부산,42,37.508384,126.947607,"노량진 깔끔하고 넓직한 원룸, 창고식 베란다도 있습니다",149,149,서울,동작구,empty,만양로6길 6,empty,USER
150,김광수,74,01049309308,M,안성수,01075322147,자녀,210227-1509521,016-849857389931,전북,47,37.512324,126.945657,위치굿 컨디션굿 풀옵션 크기좋은 가성비 원룸,150,150,서울,동작구,empty,만양로14나길 12,empty,USER
151,이성훈,74,01022225466,M,이성수,01094849621,자녀,100512-1059050,015-501210886534,대구,37,37.509568,126.946013,저렴하고 화이트톤의 깨끗한 매물,151,151,서울,동작구,empty,만양로12길 6,empty,UNAUTHORIZED_MEMBER
152,주재현,90,01022369056,M,김민서,01012029449,자녀,270106-2261983,005-972043156653,농협,40,37.512271,126.945745,위치좋은 노량진 원룸 입니다,152,152,서울,동작구,empty,만양로14나길 14,empty,USER
153,박중수,80,01093222309,M,나현우,01054099285,자녀,720502-1029173,020-727210512977,제주,50,37.512648,126.937245,리모델링 깔끔하고 이쁜 공간 노량진역 큰대로변 초근접,153,153,서울,동작구,empty,노량진로8길 33,empty,USER
154,장경희,98,01066652205,F,박광수,01024079510,자녀,610505-2579519,004-895443535387,하나,43,37.510208,126.945892,정남향으로 채광이 좋습니다,154,154,서울,동작구,empty,만양로6길 60,empty,USER
155,김수진,91,01035080328,F,류은영,01019887894,자녀,890126-2336993,004-244587001018,하나,30,37.508613,126.947413,고시원가격의 풀옵션원룸,155,155,서울,동작구,empty,만양로6길 12,empty,UNAUTHORIZED_MEMBER
156,김서준,94,01020386670,M,오정숙,01094771593,자녀,160416-2611479,090-486622124042,카카오,37,37.508769,126.947283,신축으로 방이크고 방음이 좋은 풀옵션원룸,156,156,서울,동작구,empty,만양로6길 16,empty,UNAUTHORIZED_MEMBER
157,이현정,88,01077062626,F,이하윤,01082636168,자녀,760401-1457485,017-394557254609,광주,37,37.508775,126.94706,2016년신축한 방음이뛰어난풀옵션원룸,157,157,서울,동작구,empty,만양로6길 19,empty,USER
158,주명숙,69,01013272117,F,이준서,01074450761,자녀,780800-1179589,018-198972622014,수협,45,37.511696,126.955595,귀한원룸  풀옵션원룸으로  입주협의,158,158,서울,동작구,empty,노량진로28길 30,empty,USER
159,이은정,89,01073512336,F,이수민,01035224016,자녀,530202-1784390,090-218098889504,카카오,33,37.501504,126.924261,더블역세권 대방동 원룸,159,159,서울,동작구,empty,대방동27길 81,empty,UNAUTHORIZED_MEMBER
160,이은경,70,01040032932,F,박정웅,01042470963,자녀,210304-2328539,020-049008424787,제주,60,37.509296,126.931714,"방이 아주 크고,  깨끗하며 조용한 원룸",160,160,서울,동작구,empty,여의대방로36길 101,empty,USER
161,이민수,81,01081467984,M,김성현,01078571271,자녀,920705-1142670,007-906105300431,씨티,40,37.500476,126.926728,실제사진 O｜즉시입주 O｜학교 인근의 조용하고 깨끗한 분리형 원룸,161,161,서울,동작구,empty,대방동1길 8,empty,USER
162,신영숙,95,01048295680,F,김정훈,01067346549,자녀,730618-2769679,018-962928375896,수협,38,37.509783,126.945991,풀옵션 원룸,162,162,서울,동작구,empty,만양로12길 6,empty,USER
163,김상훈,80,01051179822,M,홍은지,01013771154,자녀,230728-2746356,018-213332698199,수협,52,37.501142,126.950621,"중앙대,숭실대 풀옵션 원룸",163,163,서울,동작구,empty,상도로43길 14,empty,USER
164,박영진,75,01073635252,M,김시우,01033705141,자녀,600320-1429806,006-236913456361,기업,30,37.501315,126.934875,장승배기역 도보7분 원룸치고 큰방큰방 보증금조절가능 빨리보세요,164,164,서울,동작구,empty,성대로1길 18,empty,UNAUTHORIZED_MEMBER
165,김민지,65,01037888901,F,김영길,01000966435,자녀,500303-1554888,011-518410590343,산업,40,37.510443,126.945963,학원가인접한 대로변 치안걱정없는집,165,165,서울,동작구,empty,만양로8길 64,empty,USER
166,김정웅,97,01061332816,M,심경희,01054284410,자녀,800818-2462145,003-681252776183,신한,50,37.510767,126.954717,노들역5분 방2 내부좋습니다,166,166,서울,동작구,empty,노량진로26길 32,empty,USER
167,홍경희,100,01092968994,F,우준서,01057005705,자녀,130219-2681786,008-015059306930,SC제일,33,37.501504,126.924261,위치 컨디션 퀄리티 가격 하나도 빼놓을게 없어요,167,167,서울,동작구,empty,대방동27길 81,empty,USER
168,윤광수,80,01028296773,M,최정식,01010212724,자녀,390606-2829347,006-708078440196,기업,35,37.504099,126.948156,O 상도역 역세권 깔끔한 풀옵션 원룸,168,168,서울,동작구,empty,상도로 265,empty,USER
169,이예진,65,01080873882,F,김보람,01007448306,자녀,180509-1412164,005-388802029937,농협,50,37.511696,126.955595,2014년식 풀옵션 원룸 내부좋습니다,169,169,서울,동작구,empty,노량진로28길 30,empty,USER
170,조영길,69,01071701584,M,오미정,01058002888,자녀,310220-2968509,003-495133471971,신한,50,37.511696,126.955595,풀옵션으로 2013년식 내부좋습니다 빠른입주가능,170,170,서울,동작구,empty,노량진로28길 30,empty,UNAUTHORIZED_MEMBER
171,최민서,88,01030348598,F,윤하은,01022065178,자녀,680327-2215886,012-859306209649,토스,35,37.511765,126.955285,노들역3분 방1 옵션완벽 저렴한시세,171,171,서울,동작구,empty,노량진로28길 16,empty,UNAUTHORIZED_MEMBER
172,김도윤,87,01060877651,M,박영진,01047982641,자녀,230328-1130182,007-623763602018,씨티,42,37.508982,126.945225,개방감있는 양창원룸 노량진역세권,172,172,서울,동작구,empty,만양로13길 37,empty,UNAUTHORIZED_MEMBER
173,김종수,97,01028855963,M,김진우,01015319143,자녀,600225-1064128,011-585753705525,산업,48,37.510443,126.945963,노량진.지상층저렴한방.위치좋아안전.편의점인근,173,173,서울,동작구,empty,만양로8길 64,empty,UNAUTHORIZED_MEMBER
174,남준영,83,01084800157,M,이종수,01037145925,자녀,510725-1963955,005-990142094383,농협,50,37.50054,126.924358,실제사진O｜즉시 입주O｜현관보안O｜7호선 이용이 편리한 원룸,174,174,서울,동작구,empty,대방동1길 30,empty,USER
175,송예진,91,01002233793,F,안경수,01092531804,자녀,790824-2584497,006-831196257432,기업,45,37.511402,126.954329,방1크고  내부상태 깔끔 도배장판 새로함,175,175,서울,동작구,empty,노량진로26길 16,empty,USER
176,김서윤,93,01087767478,F,강상호,01042729522,자녀,140125-2668531,005-958711091912,농협,48,37.512087,126.940868,노량진역 도보 2분거리 위치굿 채광 통풍좋고 깨끗한원룸,176,176,서울,동작구,empty,장승배기로28길 16,empty,UNAUTHORIZED_MEMBER
177,박정웅,87,01054022851,M,이우진,01052318805,자녀,780128-2851577,002-807241860894,우리,37,37.501142,126.950621,상도역5분 중앙대 숭실대 치안굿 채광굿,177,177,서울,동작구,empty,상도로43길 14,empty,USER
178,김재현,75,01093720452,M,이진우,01067447542,자녀,030417-2357891,001-471246592388,국민,38,37.509749,126.945797,2개의 큰창으로 햇빛잘들고 통풍좋으며 조용하고 깨끗한 원룸,178,178,서울,동작구,empty,만양로12길 6,empty,UNAUTHORIZED_MEMBER
179,박예진,75,01020626802,F,김명자,01031226567,자녀,730624-2511841,006-555697018360,기업,40,37.51077,126.955298,풀옵션으로 방 넓고 좋습니다 빠른입주,179,179,서울,동작구,empty,노량진로26길 39,empty,UNAUTHORIZED_MEMBER
180,강성민,96,01035830679,M,강도윤,01076174267,자녀,770024-1627964,018-850677198959,수협,55,37.505682,126.956051,중문 3분 풀옵션 원룸 평지 지상층,180,180,서울,동작구,empty,흑석로6길 34,empty,USER
181,최상훈,95,01088454728,M,박민석,01061367037,자녀,540411-2151538,013-025169956076,부산,38,37.508545,126.94638,실2층. 리모델링원룸. 깨끗하게 관리잘되는집.,181,181,서울,동작구,empty,만양로11길 3,empty,UNAUTHORIZED_MEMBER
182,김예준,71,01002260161,M,이채원,01097347966,자녀,490527-2085448,001-023787513265,국민,45,37.512337,126.936131,"진짜 깔끔한 꿀매물,  가격도 저렴해요",182,182,서울,동작구,empty,노량진로8가길 20,empty,UNAUTHORIZED_MEMBER
183,이민석,95,01081364808,M,김영호,01000985714,자녀,050813-2095615,002-687951879275,우리,40,37.501504,126.924261,대로변 평지 정남향 채광까지 좋은 원룸,183,183,서울,동작구,empty,대방동27길 81,empty,UNAUTHORIZED_MEMBER
